aarónico, ca=cat: A;source: ;
enodrido, da=cat: A;source: ;
enojada=cat: M;source: ;
enojadizo, za=cat: A;source: ;
enojar=cat: VT,VP;source: ;
enojo=cat: M,LAdj;source: ;
enojón, na=cat: A;source: ;
enojosamente=cat: R;source: ;
enojoso, sa=cat: A;source: ;
enología=cat: F;source: ;
enológico, ca=cat: A;source: ;
enólogo, ga=cat: MF;source: ;
-eno, na=cat: ;source: ;
enorfanecido, da=cat: A;source: ;
enorgullecedor, ra=cat: A;source: ;
enorgullecer=cat: VT;source: ;
enorgullecimiento=cat: M;source: ;
enorme=cat: A;source: ;
enormemente=cat: R;source: ;
enormidad=cat: F;source: ;
enotecnia=cat: F;source: ;
enotécnico, ca=cat: A;source: ;
enoyar=cat: VT;source: ;
enquiciar=cat: VT;source: ;
enquillotrar=cat: VT,VP;source: ;
enquilombar=cat: VT;source: ;
enquiridión=cat: M;source: ;
enquistado, da=cat: A;source: ;
enquistamiento=cat: M;source: ;
enquistar=cat: VT,VP;source: ;
enrabar=cat: VT;source: ;
enrabiar=cat: VT;source: ;
enrabietar=cat: VT;source: ;
enracimarse=cat: VP;source: ;
enrafar=cat: VT;source: ;
enraigonar=cat: VT;source: ;
enraizamiento=cat: M;source: ;
enraizar=cat: VI;source: ;
enralecer=cat: VI;source: ;
enramada=cat: F;source: ;
enramado=cat: M;source: ;
enramar=cat: VI,VT,VP;source: ;
enramblar=cat: VT;source: ;
enrame=cat: M;source: ;
enranciar=cat: VT;source: ;
enrarecer=cat: VT,VP;source: ;
enrarecimiento=cat: M;source: ;
enrasado=cat: M;source: ;
enrasamiento=cat: M;source: ;
enrasar=cat: VI,VT;source: ;
enrase=cat: M;source: ;
enrasillar=cat: VT;source: ;
enratonarse=cat: VP;source: ;
enrayado=cat: M;source: ;
enrayar=cat: VT;source: ;
enrazado, da=cat: A;source: ;
enrazar=cat: VT;source: ;
enreciar=cat: VI;source: ;
enredadera=cat: A,F;source: ;
enredador, ra=cat: A;source: ;
enredamiento=cat: M;source: ;
enredar=cat: VI,VT,VP;source: ;
enredijo=cat: M;source: ;
enredo=cat: M;source: ;
enredoso, sa=cat: A;source: ;
enrehojar=cat: VT;source: ;
enrejada=cat: F;source: ;
enrejado=cat: M;source: ;
enrejadura=cat: F;source: ;
enrejalar=cat: VT;source: ;
enresmar=cat: VT;source: ;
enrevesado, da=cat: A;source: ;
enriado=cat: M;source: ;
enriador, ra=cat: MF;source: ;
enriamiento=cat: M;source: ;
enriar=cat: VT;source: ;
enrielar=cat: VT;source: ;
enrigidecer=cat: VT;source: ;
enriostrar=cat: VT;source: ;
enripiar=cat: VT;source: ;
enrique=cat: M;source: ;
enriquecedor, ra=cat: A;source: ;
enriquecer=cat: VI,VT;source: ;
enriquecimiento=cat: M;source: ;
enriqueño, ña=cat: A;source: ;
enriscado, da=cat: A;source: ;
enriscamiento=cat: M;source: ;
enriscar=cat: VT,VP;source: ;
enristre=cat: M;source: ;
enrizado=cat: M;source: ;
enrizamiento=cat: M;source: ;
enrobinarse=cat: VP;source: ;
enrobrescido, da=cat: A;source: ;
enrodar=cat: VT;source: ;
enrodelado, da=cat: A;source: ;
enrodrigar=cat: VT;source: ;
enrodrigonar=cat: VT;source: ;
enrojar=cat: VT;source: ;
enrojecer=cat: VI,VT,VP;source: ;
enrojecimiento=cat: M;source: ;
enrolamiento=cat: M;source: ;
enrolar=cat: VT,VP;source: ;
enrollado, da=cat: A,M;source: ;
enrollar=cat: VT,VP;source: ;
enromar=cat: VT;source: ;
enrona=cat: F;source: ;
enronar=cat: VT;source: ;
enronchar=cat: VT;source: ;
enronquecer=cat: VT;source: ;
enronquecimiento=cat: M;source: ;
enroñar=cat: VT;source: ;
enroque=cat: M;source: ;
enroscadamente=cat: R;source: ;
enroscadura=cat: F;source: ;
enroscamiento=cat: M;source: ;
enroscar=cat: VT;source: ;
enrostrar=cat: VT;source: ;
enrubescer=cat: VT;source: ;
enrubiador, ra=cat: A;source: ;
enrubiar=cat: VT;source: ;
enrubio=cat: M;source: ;
enrudecer=cat: VT;source: ;
enruga=cat: F;source: ;
enrugar=cat: VT;source: ;
enruinecer=cat: VI;source: ;
enrumbada=cat: F;source: ;
enrumbar=cat: VT,VP;source: ;
enruna=cat: F;source: ;
enrunar=cat: VT;source: ;
ensabanado, da=cat: A,M,F;source: ;
ensabanar=cat: VT;source: ;
ensacador, ra=cat: A;source: ;
ensacar=cat: VT;source: ;
ensaimada=cat: F;source: ;
ensalada=cat: F;source: ;
ensaladera=cat: F;source: ;
ensaladilla=cat: F;source: ;
ensalitrar=cat: VT;source: ;
ensalivar=cat: VT;source: ;
ensalmadera=cat: F;source: ;
ensalmador, ra=cat: MF;source: ;
ensalmo=cat: M,LAdv;source: ;
ensalobrarse=cat: VP;source: ;
ensalzador, ra=cat: A;source: ;
ensalzamiento=cat: M;source: ;
ensalzar=cat: VT;source: ;
ensambenitar=cat: VT;source: ;
ensamblado=cat: M;source: ;
ensamblador=cat: M;source: ;
ensambladura=cat: F;source: ;
ensamblaje=cat: M;source: ;
ensamblar=cat: VT;source: ;
ensamble=cat: M;source: ;
ensancha=cat: F;source: ;
ensanchador, ra=cat: A,M;source: ;
ensanchamiento=cat: M;source: ;
ensanchar=cat: VT,VP;source: ;
ensanche=cat: M;source: ;
ensandecer=cat: VI;source: ;
ensangostar=cat: VT;source: ;
ensangrentamiento=cat: M;source: ;
ensangrentar=cat: VT,VP;source: ;
ensañado, da=cat: A;source: ;
ensañamiento=cat: M;source: ;
ensañar=cat: VT,VP;source: ;
ensarapado, da=cat: A;source: ;
ensarmentar=cat: VT;source: ;
ensarnecer=cat: VI;source: ;
ensartado, da=cat: A;source: ;
ensartar=cat: VT;source: ;
ensayado=cat: ;source: ;
ensayador, ra=cat: MF;source: ;
ensayalar=cat: VT,VP;source: ;
ensayar=cat: VT,VP;source: ;
ensay=cat: M;source: ;
ensaye=cat: M;source: ;
ensayismo=cat: M;source: ;
ensayista=cat: ;source: ;
ensayístico, ca=cat: A,F;source: ;
ensayo=cat: M;source: ;
ensebado, da=cat: ;source: ;
ensebar=cat: VT;source: ;
ensecar=cat: VT;source: ;
-ense=cat: ;source: ;
enseguida=cat: R;source: ;
enselvado, da=cat: A;source: ;
enselvar=cat: VT,VP;source: ;
ensemble=cat: R;source: ;
ensenado, da=cat: A,F;source: ;
ensenar=cat: VT;source: ;
enseñable=cat: A;source: ;
enseña=cat: F;source: ;
enseñadamente=cat: R;source: ;
enseñadero, ra=cat: A;source: ;
enseñado, da=cat: A;source: ;
enseñador, ra=cat: A;source: ;
enseñamiento=cat: M;source: ;
enseñante=cat: A;source: ;
enseñanza=cat: F;source: ;
enseñar=cat: VT,VP;source: ;
enseño=cat: M;source: ;
enseñoramiento=cat: M;source: ;
enseñoreador=cat: M;source: ;
enseñorear=cat: VT,VP;source: ;
enserar=cat: VT;source: ;
enserenar=cat: VT,VP;source: ;
enseres=cat: M;source: ;
enseriar=cat: VT,VP;source: ;
enserir=cat: VT;source: ;
ensiforme=cat: A;source: ;
ensilado=cat: M;source: ;
ensiladora=cat: F;source: ;
ensilaje=cat: M;source: ;
ensilar=cat: VT;source: ;
ensillado, da=cat: A;source: ;
ensilladura=cat: F;source: ;
ensillar=cat: VT;source: ;
ensilvecerse=cat: VP;source: ;
ensimismamiento=cat: M;source: ;
ensimismarse=cat: VP;source: ;
ensobear=cat: VT;source: ;
ensoberbecer=cat: VT,VP;source: ;
ensoberbecimiento=cat: M;source: ;
ensobinarse=cat: VP;source: ;
ensobrado=cat: M;source: ;
ensobrar=cat: VT;source: ;
ensogar=cat: VT;source: ;
ensolerar=cat: VT;source: ;
ensolvedera=cat: F;source: ;
ensolvedor, ra=cat: A;source: ;
ensolver=cat: VT;source: ;
ensombrecer=cat: VT,VP;source: ;
ensombrerado, da=cat: A;source: ;
ensoñación=cat: F;source: ;
ensoñador, ra=cat: A;source: ;
ensoñar=cat: VI;source: ;
ensopada=cat: F;source: ;
ensopar=cat: VT;source: ;
ensordamiento=cat: M;source: ;
ensordar=cat: VT;source: ;
ensordecedor, ra=cat: A;source: ;
ensordecer=cat: VI,VT;source: ;
ensordecimiento=cat: M;source: ;
ensortijamiento=cat: M;source: ;
ensortijar=cat: VT;source: ;
ensotarse=cat: VP;source: ;
ensuciador, ra=cat: A;source: ;
ensuciamiento=cat: M;source: ;
ensuciar=cat: VT,VP;source: ;
ensuelar=cat: VT;source: ;
ensueño=cat: M,LAdj;source: ;
ensugar=cat: VT;source: ;
ensullo=cat: M;source: ;
entabacarse=cat: VP;source: ;
entabanarse=cat: VP;source: ;
entabicado=cat: M;source: ;
entabicar=cat: VT;source: ;
entablación=cat: F;source: ;
entablada=cat: F;source: ;
entablado=cat: M;source: ;
entabladura=cat: F;source: ;
entablamento=cat: M;source: ;
entablamiento=cat: M;source: ;
entablar=cat: VI,VT,VP;source: ;
entable=cat: M;source: ;
entablerarse=cat: VP;source: ;
entablillar=cat: VT;source: ;
enta=cat: S;source: ;
entacuchar=cat: VT;source: ;
entado, da=cat: A,LAdj;source: ;
entalamadura=cat: F;source: ;
entalamar=cat: VT;source: ;
entalegado=cat: M;source: ;
entalegar=cat: VT;source: ;
entalingar=cat: VT;source: ;
entallable=cat: A;source: ;
entallador, ra=cat: MF;source: ;
entalladura=cat: F;source: ;
entallamiento=cat: M;source: ;
entalle=cat: M;source: ;
entallecer=cat: VI;source: ;
entallo=cat: M;source: ;
entalonar=cat: VI;source: ;
entalpía=cat: F;source: ;
entamar=cat: VT;source: ;
entandar=cat: VT;source: ;
entapecer=cat: VT;source: ;
entapetado, da=cat: A;source: ;
entapizada=cat: F;source: ;
entapizado=cat: M;source: ;
entapizar=cat: VT;source: ;
entapujar=cat: VT;source: ;
entaquillarse=cat: VP;source: ;
entarascar=cat: VT;source: ;
entarimado=cat: M;source: ;
entarimador=cat: M;source: ;
entarimar=cat: VT;source: ;
entarquinamiento=cat: M;source: ;
entarquinar=cat: VT;source: ;
entarugado=cat: M;source: ;
entarugar=cat: VT;source: ;
éntasis=cat: F;source: ;
entecado, da=cat: A;source: ;
ente=cat: M;source: ;
entechar=cat: VT;source: ;
enteco, ca=cat: A;source: ;
entejar=cat: VT;source: ;
entelar=cat: VT;source: ;
entelequia=cat: F;source: ;
entelerido, da=cat: A;source: ;
entena=cat: F;source: ;
entenado, da=cat: MF;source: ;
entenciar=cat: VT;source: ;
entendederas=cat: F;source: ;
entendedor, ra=cat: A;source: ;
entendible=cat: A;source: ;
entendidamente=cat: R;source: ;
entendido, da=cat: A;source: ;
entendimiento=cat: M,LAdj;source: ;
entenebrar=cat: VT;source: ;
entenebrecer=cat: VT;source: ;
entenga=cat: F;source: ;
entente=cat: F;source: ;
entenzón=cat: F;source: ;
enteo=cat: M;source: ;
entera=cat: A,M,F,LAdv;source: ;
enterado, da=cat: A,M;source: ;
enteralgia=cat: F;source: ;
enteramente=cat: R;source: ;
enteramiento=cat: M;source: ;
enterar=cat: VT;source: ;
entercarse=cat: VP;source: ;
enterciar=cat: VT;source: ;
entereza=cat: F;source: ;
enterez=cat: F;source: ;
entérico, ca=cat: A;source: ;
enterísima=cat: ;source: ;
enteritis=cat: F;source: ;
enterizo, za=cat: A;source: ;
enternecedor, ra=cat: A;source: ;
enternecer=cat: VT;source: ;
enternecidamente=cat: R;source: ;
enternecimiento=cat: M;source: ;
enterocolitis=cat: F;source: ;
enteropatía=cat: F;source: ;
entero, ra=cat: A,M,LAdv;source: ;
enterostomía=cat: F;source: ;
enterradero=cat: M;source: ;
enterrador=cat: M;source: ;
enterramiento=cat: M;source: ;
enterrar=cat: VT,VP;source: ;
entesadamente=cat: R;source: ;
entesado, da=cat: A;source: ;
entesamiento=cat: M;source: ;
entesar=cat: VT;source: ;
entestado, da=cat: A;source: ;
entestar=cat: VI,VT;source: ;
entestecer=cat: VT;source: ;
entibación=cat: F;source: ;
entibador=cat: M;source: ;
entibar=cat: VI,VT;source: ;
entibiadero=cat: M;source: ;
entibiar=cat: VT;source: ;
entibiecer=cat: VT;source: ;
entibo=cat: M;source: ;
entidad=cat: F,LAdj;source: ;
entierro=cat: M;source: ;
entiesar=cat: VT;source: ;
entigrecerse=cat: VP;source: ;
entilar=cat: VT;source: ;
entimema=cat: M;source: ;
entimemático, ca=cat: A;source: ;
entinar=cat: VT;source: ;
entintado=cat: M;source: ;
entintar=cat: VT;source: ;
entirriarse=cat: VP;source: ;
entisar=cat: VT;source: ;
entitativo, va=cat: A;source: ;
entizar=cat: VT;source: ;
entiznar=cat: VT;source: ;
entoladora=cat: F;source: ;
entolar=cat: VT;source: ;
entoldado=cat: M;source: ;
entoldadura=cat: F;source: ;
entoldamiento=cat: M;source: ;
entoldar=cat: VT,VP;source: ;
entoletar=cat: VT;source: ;
entomecer=cat: VT;source: ;
entomecimiento=cat: M;source: ;
entomizar=cat: VT;source: ;
entomófilo, la=cat: A;source: ;
entomología=cat: F;source: ;
entomológico, ca=cat: A;source: ;
entomólogo, ga=cat: MF;source: ;
entonación=cat: F;source: ;
entonadera=cat: F;source: ;
entonador, ra=cat: A,MF;source: ;
entonamiento=cat: M;source: ;
entonar=cat: VI,VT,VP;source: ;
entonatorio=cat: M;source: ;
entonce=cat: R;source: ;
entonces=cat: R,LAdv;source: ;
entonelar=cat: VT;source: ;
entongar=cat: VT;source: ;
entono=cat: M;source: ;
entontecer=cat: VI,VT;source: ;
entontecimiento=cat: M;source: ;
entoñar=cat: VT;source: ;
entorar=cat: VT;source: ;
entorcarse=cat: VP;source: ;
entorchada=cat: ;source: ;
entorchado=cat: M;source: ;
entorchar=cat: VT;source: ;
entorilar=cat: VT;source: ;
entormecimiento=cat: M;source: ;
entornar=cat: VT;source: ;
entornillar=cat: VT;source: ;
entorno=cat: M;source: ;
entorpecedor, ra=cat: A;source: ;
entorpecer=cat: VT;source: ;
entorpecimiento=cat: M;source: ;
entortadura=cat: F;source: ;
entortar=cat: VT;source: ;
entortijar=cat: VT;source: ;
entosicar=cat: VT;source: ;
entosigar=cat: VT;source: ;
-ento, ta=cat: ;source: ;
entotorar=cat: VT;source: ;
entozoario=cat: M;source: ;
entrabar=cat: VT;source: ;
entradero=cat: M;source: ;
entradilla=cat: F;source: ;
entrado, da=cat: A,F,LAdv,LAdj;source: ;
entrador, ra=cat: A,M;source: ;
entramado=cat: M;source: ;
entramar=cat: VT;source: ;
entrambos, bas=cat: A;source: ;
entramiento=cat: M;source: ;
entramos, mas=cat: A;source: ;
entrampar=cat: VT,VP;source: ;
entrampillar=cat: VT;source: ;
entrante=cat: A,M;source: ;
entrañable=cat: A;source: ;
entrañablemente=cat: R;source: ;
entraña=cat: A,F;source: ;
entrañal=cat: A;source: ;
entrañalmente=cat: R;source: ;
entrañar=cat: VT,VP;source: ;
entrañizar=cat: VT;source: ;
entraño, ña=cat: A;source: ;
entrapada=cat: F;source: ;
entrapajar=cat: VT,VP;source: ;
entrapar=cat: VT,VP;source: ;
entrapazar=cat: VI;source: ;
entrar=cat: VI,VT,VP;source: ;
entrazado, da=cat: A;source: ;
entreabierto, ta=cat: ;source: ;
entreabrir=cat: VT;source: ;
entreacto=cat: M;source: ;
entreancho, cha=cat: A;source: ;
entrebarrera=cat: F;source: ;
entrecalle=cat: F;source: ;
entrecanal=cat: F;source: ;
entrecano, na=cat: A;source: ;
entrecasco=cat: M;source: ;
entre=cat: S;source: ;
entrecava=cat: F;source: ;
entrecavar=cat: VT;source: ;
entrecejo=cat: M;source: ;
entrecerca=cat: F;source: ;
entrecerrar=cat: VT;source: ;
entrechocamiento=cat: M;source: ;
entrechocar=cat: VT;source: ;
entrecielo=cat: M;source: ;
entrecinta=cat: F;source: ;
entreclaro, ra=cat: A;source: ;
entrecogedura=cat: F;source: ;
entrecoger=cat: VT;source: ;
entrecomar=cat: VT;source: ;
entrecomillado=cat: M;source: ;
entrecomillar=cat: VT;source: ;
entrecoro=cat: M;source: ;
entrecortado, da=cat: A;source: ;
entrecortadura=cat: F;source: ;
entrecortar=cat: VT;source: ;
entrecorteza=cat: F;source: ;
entrecostilla=cat: F;source: ;
entrecot=cat: M;source: ;
entrecriarse=cat: VP;source: ;
entrecruzamiento=cat: M;source: ;
entrecruzar=cat: VT;source: ;
entrecubierta=cat: F;source: ;
entrecuesto=cat: M;source: ;
entredecir=cat: VT;source: ;
entrederramar=cat: VT;source: ;
entredicho=cat: M;source: ;
entredoble=cat: A;source: ;
entredormirse=cat: VP;source: ;
entredós=cat: M;source: ;
entrefino, na=cat: A;source: ;
entreforro=cat: M;source: ;
entrega=cat: F;source: ;
entregada=cat: ;source: ;
entregadamente=cat: R;source: ;
entregador, ra=cat: A;source: ;
entregamiento=cat: M;source: ;
entregar=cat: VT,VP;source: ;
entregerir=cat: VT;source: ;
entrego=cat: M;source: ;
entregoteado, da=cat: A;source: ;
entreguerras=cat: LAdj;source: ;
entreguismo=cat: M;source: ;
entreguista=cat: A;source: ;
entrehierro=cat: M;source: ;
entrejuntar=cat: VT;source: ;
entrelargo, ga=cat: A;source: ;
entrelazado=cat: M;source: ;
entrelazamiento=cat: M;source: ;
entrelazar=cat: VT;source: ;
entrelazo=cat: M;source: ;
entrelínea=cat: F;source: ;
entrelinear=cat: VT;source: ;
entreliño=cat: M;source: ;
entrelistado, da=cat: A;source: ;
entrellevar=cat: VT;source: ;
entrelubricán=cat: M;source: ;
entrelucir=cat: VI;source: ;
entremediano, na=cat: A;source: ;
entremediar=cat: VT;source: ;
entremedias=cat: R;source: ;
entremedio, dia=cat: A,R;source: ;
entremesar=cat: VT;source: ;
entremés=cat: M;source: ;
entremesear=cat: VT;source: ;
entremesil=cat: A;source: ;
entremesista=cat: ;source: ;
entremetedor, ra=cat: A;source: ;
entremeter=cat: VT,VP;source: ;
entremetido, da=cat: A;source: ;
entremetimiento=cat: M;source: ;
entremezcladura=cat: F;source: ;
entremezclar=cat: VT;source: ;
entremiche=cat: M;source: ;
entremijo=cat: M;source: ;
entremiso=cat: M;source: ;
entremorir=cat: VI;source: ;
entremostrar=cat: VT;source: ;
entrenador, ra=cat: MF,M;source: ;
entrenamiento=cat: M;source: ;
entrenar=cat: VT;source: ;
entrencar=cat: VT;source: ;
entrenervios=cat: M;source: ;
entreno=cat: M;source: ;
entrenudo=cat: M;source: ;
entrenzar=cat: VT;source: ;
entreoír=cat: VT;source: ;
entreordinario, ria=cat: A;source: ;
entreoscuro, ra=cat: A;source: ;
entrepalmadura=cat: F;source: ;
entrepanes=cat: M;source: ;
entrepañado, da=cat: A;source: ;
entrepaño=cat: M;source: ;
entreparecerse=cat: VP;source: ;
entrepaso=cat: M;source: ;
entrepechado, da=cat: A;source: ;
entrepechuga=cat: F;source: ;
entrepeines=cat: M;source: ;
entrepelado, da=cat: A;source: ;
entrepelar=cat: VI;source: ;
entrepernar=cat: VI;source: ;
entrepierna=cat: F;source: ;
entrepiso=cat: M;source: ;
entrépito, ta=cat: A;source: ;
entreplanta=cat: F;source: ;
entreponer=cat: VT;source: ;
entreportón=cat: M;source: ;
entrepostura=cat: F;source: ;
entrepretado, da=cat: A;source: ;
entrepuente=cat: M;source: ;
entrepunzadura=cat: F;source: ;
entrepunzar=cat: VT;source: ;
entrerraído, da=cat: A;source: ;
entrerrenglonadura=cat: F;source: ;
entrerrenglonar=cat: VT;source: ;
entrerriano, na=cat: A;source: ;
entresaca=cat: F;source: ;
entresacadura=cat: F;source: ;
entresacar=cat: VT;source: ;
entrés=cat: M;source: ;
entresemana=cat: R;source: ;
entreseña=cat: F;source: ;
entresijo=cat: M;source: ;
entresuelo=cat: M;source: ;
entresueño=cat: M;source: ;
entresurco=cat: M;source: ;
entretalla=cat: F;source: ;
entretalladura=cat: F;source: ;
entretallamiento=cat: M;source: ;
entretallar=cat: VT,VP;source: ;
entretanto=cat: R;source: ;
entretecho=cat: M;source: ;
entretejedor, ra=cat: A;source: ;
entretejedura=cat: F;source: ;
entretejer=cat: VT;source: ;
entretejimiento=cat: M;source: ;
entretela=cat: F;source: ;
entretelar=cat: VT;source: ;
entretención=cat: F;source: ;
entretenedor, ra=cat: A;source: ;
entretener=cat: VT,VP;source: ;
entretenida=cat: A,M,F;source: ;
entretenido, da=cat: A,M;source: ;
entretenimiento=cat: M;source: ;
entretiempo=cat: M;source: ;
entretomar=cat: VT;source: ;
entreuntar=cat: VT;source: ;
entrevar=cat: VT;source: ;
entrevenarse=cat: VP;source: ;
entrevenimiento=cat: M;source: ;
entrevenir=cat: VI;source: ;
entreventana=cat: F;source: ;
entreverado, da=cat: A,M;source: ;
entreverar=cat: VT,VP;source: ;
entrever=cat: VT;source: ;
entrevero=cat: M;source: ;
entrevía=cat: F;source: ;
entrevigado=cat: M;source: ;
entrevigar=cat: VT;source: ;
entrevista=cat: F;source: ;
entrevistado, da=cat: A;source: ;
entrevistador, ra=cat: MF;source: ;
entrevistar=cat: VT,VP;source: ;
entrevisto, ta=cat: ;source: ;
entrevolver=cat: VT;source: ;
entrevuelta=cat: F;source: ;
entreyacer=cat: VI;source: ;
entricadamente=cat: R;source: ;
entricar=cat: VT;source: ;
entriega=cat: F;source: ;
entrillar=cat: VT;source: ;
entripado, da=cat: A,M;source: ;
entripar=cat: VT,VP;source: ;
entristecedor, ra=cat: A;source: ;
entristecer=cat: VI,VT,VP;source: ;
entristecimiento=cat: M;source: ;
entrizar=cat: VT;source: ;
entro=cat: S;source: ;
entrojar=cat: VT;source: ;
entrometer=cat: VT;source: ;
entrometido, da=cat: A;source: ;
entrometimiento=cat: M;source: ;
entronar=cat: VT;source: ;
entroncamiento=cat: M;source: ;
entroncar=cat: VI,VT;source: ;
entronecer=cat: VT;source: ;
entronerar=cat: VT;source: ;
entronización=cat: F;source: ;
entronizar=cat: VT,VP;source: ;
entrón, na=cat: A;source: ;
entronque=cat: M;source: ;
entropezado, da=cat: A;source: ;
entropezar=cat: VI;source: ;
entropía=cat: F;source: ;
entrópico, ca=cat: A;source: ;
entropillar=cat: VT;source: ;
entropión=cat: M;source: ;
entruchada=cat: F;source: ;
entruchado=cat: M;source: ;
entruchar=cat: VT;source: ;
entruchón, na=cat: A;source: ;
entruejo=cat: M;source: ;
entubación=cat: F;source: ;
entubajar=cat: VI;source: ;
entubar=cat: VT;source: ;
entuerto=cat: M;source: ;
entullecer=cat: VI,VT;source: ;
entumecer=cat: VT,VP;source: ;
entumecimiento=cat: M;source: ;
entumido, da=cat: A;source: ;
entumirse=cat: VP;source: ;
entundar=cat: VT;source: ;
entunicar=cat: VT;source: ;
entuñarse=cat: VP;source: ;
entupir=cat: VT;source: ;
enturar=cat: VT;source: ;
enturbiador, ra=cat: A;source: ;
enturbiamiento=cat: M;source: ;
enturbiar=cat: VT;source: ;
enturcado, da=cat: A;source: ;
entusiasmar=cat: VT;source: ;
entusiasmo=cat: M;source: ;
entusiasta=cat: A;source: ;
entusiástico, ca=cat: A;source: ;
entuturutar=cat: VT;source: ;
enucleación=cat: F;source: ;
enuclear=cat: VT;source: ;
énula=cat: F;source: ;
enumeración=cat: F;source: ;
enumerar=cat: VT;source: ;
enumerativo, va=cat: A;source: ;
enunciación=cat: F;source: ;
enunciado=cat: M;source: ;
enunciar=cat: VT;source: ;
enunciativo, va=cat: A;source: ;
enuresis=cat: F;source: ;
enurético, ca=cat: A;source: ;
envacar=cat: VT;source: ;
envaguecer=cat: VT;source: ;
envainador, ra=cat: A;source: ;
envainar=cat: VT;source: ;
envalentonamiento=cat: M;source: ;
envalentonar=cat: VT,VP;source: ;
envalijar=cat: VT;source: ;
envanecer=cat: VT,VP;source: ;
envanecimiento=cat: M;source: ;
envarado, da=cat: A,MF,M;source: ;
envaramiento=cat: M;source: ;
envarar=cat: VT,VP;source: ;
envarbascar=cat: VT,VP;source: ;
envarescer=cat: VT;source: ;
envaronar=cat: VI;source: ;
envarracarse=cat: VP;source: ;
envasado=cat: M;source: ;
envasador, ra=cat: A,M;source: ;
envasar=cat: VT;source: ;
envase=cat: M;source: ;
envedijarse=cat: VP;source: ;
envegarse=cat: VP;source: ;
envejecer=cat: VI,VT;source: ;
envejecido, da=cat: A;source: ;
envejecimiento=cat: M;source: ;
envelar=cat: VT;source: ;
envenenado, da=cat: MF;source: ;
envenenador, ra=cat: A;source: ;
envenenamiento=cat: M;source: ;
envenenar=cat: VT,VP;source: ;
enverar=cat: VI;source: ;
enverdecer=cat: VI;source: ;
enverdir=cat: VT;source: ;
envergadura=cat: F,LAdj;source: ;
envergar=cat: VT;source: ;
envergonzante=cat: A;source: ;
envergonzar=cat: VT;source: ;
envergue=cat: M;source: ;
enverjado=cat: M;source: ;
envernar=cat: VI;source: ;
envero=cat: M;source: ;
enversado, da=cat: A;source: ;
envesado, da=cat: A;source: ;
envesar=cat: VT;source: ;
envés=cat: M;source: ;
envestidura=cat: F;source: ;
envestir=cat: VT;source: ;
enviadizo, za=cat: A;source: ;
enviado, da=cat: MF,M,F;source: ;
enviajado, da=cat: A;source: ;
enviar=cat: VT;source: ;
enviciamiento=cat: M;source: ;
enviciar=cat: VI,VT,VP;source: ;
enviciosarse=cat: VP;source: ;
envidada=cat: F;source: ;
envidador, ra=cat: A;source: ;
envidar=cat: VT;source: ;
envidiable=cat: A;source: ;
envidia=cat: F;source: ;
envidiador, ra=cat: A;source: ;
envidiar=cat: VT;source: ;
envidioso, sa=cat: A;source: ;
envido=cat: M;source: ;
enviejar=cat: VI;source: ;
envigado=cat: M;source: ;
envigar=cat: VT;source: ;
envilecedor, ra=cat: A;source: ;
envilecer=cat: VT,VP;source: ;
envilecimiento=cat: M;source: ;
envilortar=cat: VT;source: ;
envinado, da=cat: A;source: ;
envinagrar=cat: VT;source: ;
envinar=cat: VT;source: ;
envío=cat: M;source: ;
envión=cat: M;source: ;
envirar=cat: VT;source: ;
envirotado, da=cat: A;source: ;
enviscamiento=cat: M;source: ;
enviso, sa=cat: A;source: ;
envite=cat: M,LAdv;source: ;
enviudar=cat: VI;source: ;
envoltorio=cat: M;source: ;
envoltura=cat: F;source: ;
envolvedero=cat: M;source: ;
envolvedor=cat: M;source: ;
envolvente=cat: A;source: ;
envolver=cat: VT,VP;source: ;
envolvimiento=cat: M;source: ;
envueltas=cat: F;source: ;
envuelto=cat: M;source: ;
enyerbado, da=cat: A;source: ;
enyerbar=cat: VT,VP;source: ;
enyertar=cat: VT;source: ;
enyesado=cat: M;source: ;
enyesadura=cat: F;source: ;
enyesar=cat: VT;source: ;
enyescarse=cat: VP;source: ;
enyugamiento=cat: M;source: ;
enyugar=cat: VT,VP;source: ;
enyuntar=cat: VT;source: ;
enzacatarse=cat: VP;source: ;
enza=cat: F;source: ;
enzainarse=cat: VP;source: ;
enzalamar=cat: VT;source: ;
enzamarrado, da=cat: A;source: ;
enzima=cat: ;source: ;
enzimático, ca=cat: A;source: ;
enzimología=cat: F;source: ;
enzootia=cat: F;source: ;
enzoquetar=cat: VT;source: ;
enzunchar=cat: VT;source: ;
enzurdecer=cat: VI;source: ;
enzurizar=cat: VT;source: ;
enzurronar=cat: VT,VP;source: ;
enzurronarse=cat: VP;source: ;
-eña=cat: ;source: ;
eñe=cat: F;source: ;
-eño, ña=cat: ;source: ;
-eo=cat: ;source: ;
eocénico, ca=cat: A;source: ;
eoceno, na=cat: A;source: ;
eólico, ca=cat: A;source: ;
eolio, lia=cat: A;source: ;
eolito=cat: M;source: ;
eón=cat: M;source: ;
eosina=cat: F;source: ;
epa=cat: I;source: ;
epacina=cat: F;source: ;
epacta=cat: F;source: ;
epactilla=cat: F;source: ;
épale=cat: I;source: ;
epanadiplosis=cat: F;source: ;
epanáfora=cat: F;source: ;
epanalepsis=cat: F;source: ;
epanástrofe=cat: F;source: ;
epanortosis=cat: F;source: ;
epasote=cat: M;source: ;
